cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
30566980343317|01/21|JCB 15 digit|689|Gold|16d2cc6b-c9aa-4f3e-ba74-6cfd63c840d5|5a1b0972065d2695490b5c0da868ef0b4c0a9c47534a43f0508af99403d24354
30223102187178|02/27|American Express|579|Gold|9144a7e8-db21-4b86-bcfb-ffb1596f52de|23d7e18c9e75c31156721d84fb5237f251e82ed6e9eac09c5d1bc64affa1075c
4793329377282203|01/21|American Express|928|Classic|a0386605-23ed-434f-87a3-2938a8ef08f5|239788117bd7d417b088ec3635a08473a2be06f43ca588ceab2228c78b8f31bb
4206930552988|01/18|Discover|427|Classic|0aa32021-e616-4df8-ac56-1f3cd4afe525|6585bd1e009a2f7dd955b3142fa29e533c38fe398770a376c42e5c2eba6925a4
4723843259666833|11/13|JCB 16 digit|842|Gold|c548cb6c-650b-40b3-b257-e3f9fdfd2ab7|ef75eaf356118dd6ac077fe7f24b451c67d51ac60d41bb4a6a5516687aa118bc
4051491608207534806|04/21|Diners Club / Carte Blanche|314|Gold|afd4da73-94ec-4f62-aeb4-53b934afa072|8891c6842aaad752845e17048e5045049d7e70d0ed820e9d72af7b576bd05450
676208329976|08/18|JCB 16 digit|964|Platinum|eb5249f5-6ee7-411f-9fb3-616dafe98435|129c358a549f2be0905e111fafdbd7b4226b62879bfb2f62c51de291edd15de5
3506991110638445|06/28|VISA 13 digit|608|Platinum|99c43db0-de18-4ab2-a3ca-1f678b3d7a50|67bdadc2d3612e39fdf4cb0f0af5a46cde3e38d90e2ce36b43bafa682c106a99
213146315269641|03/17|VISA 13 digit|746|Gold|52ae4ec1-4abf-42d8-9572-ff699c227b51|886b3f4a07dde4dc2950892bc5f914f0809b1d07a39d91309b5592fa0f973783
4076800093767956|10/25|VISA 16 digit|572|Platinum|5af300d6-4692-415d-b2eb-e39d6f1d1b31|8c97f179da4da5ee3c922bb6e0022f4810e5fe764de1466fb5d33e6f91ab5731
3569773383532644|01/27|VISA 13 digit|043|Platinum|2e3f3d60-299d-4848-8564-7dee92b61602|894c6506cf4213c3722ed1555b2fc09f2f5041c09c0416c39eb68aee94706504
180094795579668|04/19|Mastercard|993|Classic|344ea81e-722a-4d85-94ce-81a86cded163|fe9d7249a6cd5d53c74f63d18100eb9f4717250bb49b27b6338a7cd4ce1d2fe7
30410494694842|07/32|VISA 19 digit|596|Platinum|ea3ef878-49f6-4a26-be52-b57bcf506f11|14e1dfee7d7f3d199b91d1e049f16b846453e523618ac3982047aad9778ed93e
3575000599038345|10/19|VISA 19 digit|770|Classic|456e5c18-06aa-48ec-aaeb-1d880e4d50f3|ddcb4249c441453659b531ffaf4b12079e34b926194da55a234d431c7c04c26c
30276287617955|08/27|Maestro|302|Gold|5d67e411-40a3-4385-b61b-f29b5a825f9d|707509257db9a9f25f83f017f2598b49583bb996e5fbe85c6263dbf6967174ea
4109885775853|01/32|Discover|505|Classic|c5c4e7f3-a5d8-4976-8bcb-b698a95da1e9|094749ba891abb5110a8340a839da631434c4231ec63d1906064cd7e32717d7d
6507750975446126|06/31|Discover|588|Classic|e081a7ff-7b7b-4561-bdde-3dbafce99d61|657ad96184e680210542aadfb90432911811bc2350c3025ac93cc1b6c250c1a5
4521009215067649|10/29|Maestro|0520|Classic|13638130-6490-4233-9a67-6a91830869b3|aa8562d1a54b3ef7ca9e459837ab26bc47d6cef98b6af5a8f93cd95dbb0c7066
376287351875793|08/27|JCB 16 digit|788|Platinum|58a94302-9320-4b0f-a714-f8240cedf248|8cb14b08fad867549a5d34ae7f6ca654933a7d349cce1b54002439a1be38c83c
3543699340221560|06/19|Maestro|839|Gold|9698c6c1-2ae8-4bb6-a7d5-187b27ba497b|4c2f18695d8ffa41cac5734b2c0faed882578c86e7aeb6c406ec4b371a0e1fc6
4451384838257|03/21|American Express|996|Gold|e3feb8f6-059f-47b2-a3b0-a0e2c6eb289f|d9ea9488b11635db3b6d19a930557b7a3afec1bbd6d1873a735b018eea5f4499
2270129331729927|06/13|Diners Club / Carte Blanche|539|Classic|3a8f2364-67c9-4c65-a32f-27bf1e2fa2c8|3dc678d6f34e3ce3e2b7abadf14cd6e2101e7d2b01b939cc18ce321dd06e6631
213180680538868|06/28|VISA 13 digit|625|Classic|02aaa87a-5e59-46ea-955a-f778be8ca74d|bd6e757f347e5c3dc688e673a6c22bf88dbea8b7b56876c9a9144bc842e4a7ae
38206756576202|06/30|JCB 16 digit|307|Platinum|c5b2cc9a-06d7-464b-aac0-1481fe8b5d5c|f8935e4fe9a74baeea05c4903bd7935d12da3aef13c1a605b06263d2f10a3d3e
4430636959590|04/18|JCB 16 digit|120|Gold|f1bf9d8a-c703-4bb5-be40-a65b7dfc99c4|d483e7f5f12880595e2b575cab7cc72d35634841796b202d90a7662a418803cc
2287510304499575|07/16|Discover|654|Gold|ba57a435-e46e-4068-93af-6039b62c86f3|e106cb9fe6c8e932fdcfc2b847b6ca549d28f7677f64b050f04c04ab93209ce9
3505288149878733|06/30|Maestro|935|Platinum|016b62ea-a79e-4c08-a9cf-f4659580315f|311f134d64f8f9193f40af02a7521a029d2b192fd4ef90dae8de00be530d47e5
630476217397|10/21|Maestro|643|Classic|5733f031-fdbc-4aa5-9429-4e3167fd18ce|5198800f9a268e88155307a57f117dc83783e9d0f60335ee8bc7949667c900b0
30250411954345|10/16|Diners Club / Carte Blanche|928|Platinum|c7813933-3512-4928-9b3f-1a432c96fe35|ed0d4047c0e73fd5e1120e1bd11e09bdc19180bd89f17eed11fbc892bb97e2c4
4080915137675778817|01/18|Maestro|037|Platinum|d6cbe0b1-82f2-47cb-aafc-2bfeba79ef7f|69b43dc1e12751d36327b94cb6d423db12fc0a907dfa9371effc53e3ab8aa456
4840851998774253|01/20|JCB 15 digit|487|Classic|e1467a76-aabb-4e05-ab48-269cf4ae10a9|9bbeeea9169663a98f7723c8afa76db58414d1436c09e4a9525d02419c02a817
4435858198552992|02/24|Diners Club / Carte Blanche|241|Gold|7fea1753-7ef5-4d5a-8e3c-5bb3350d6ec5|9e3875522641f0bd6e805b582c868d6fa5b7bc84cca5b21776fd61ee33194fc0
578211559856|11/20|Maestro|378|Classic|cb09e98e-9be9-49b2-94f6-4ffd62c1a7eb|11b769d07931a5506c87a411fd967220310e05ce3bf677d78c5f8a90955fb77f
060446651634|08/21|JCB 16 digit|9613|Classic|de737090-14f3-452d-94ad-5bc4b25c9d85|a6b345bd187a96d46b904ca7ed43afe04f8de6e56ee2d8bfa0abb1cc773d97aa
4170619975722|04/32|Mastercard|466|Gold|7be86024-0b18-4fba-888c-e0de55c5367a|abaaa5099a829fa95725b82410c27f981efe22266327af7cbf24eecfc96822cd
30238649158375|05/31|VISA 19 digit|457|Classic|ac10aa3c-da0c-4323-aa11-ecd9d373b88e|a59e654afb5f33ebd71b67ba7b15b29c472bf851b338165e24260ab74c7ccd31
30126361315655|01/13|Discover|109|Classic|84603c4b-7c8c-4294-b08b-d654354792d2|e81cea4d0287645d64458cec58eee9008ee46f0d2abaa3c2f297d0b7d04c62d5
3551601159954736|04/30|JCB 16 digit|221|Classic|a3ea43c5-a54d-4584-922b-a12e439732bc|63b4fac3ce81f222089e8072eb761658020dd7db2630a296c903b140dbe15b6b
30029135170234|09/16|Diners Club / Carte Blanche|640|Gold|6d5ba320-516a-4603-a579-2748a37f9c2d|9f9581aa5ca8765ca2544bc48eb8be41b41e195368ebb805ab088a2623e72e4b
180096090169228|04/31|Discover|6975|Gold|fa673945-8247-482c-abf5-13f56caffa0f|1f2b1ef3135f946eea1a9d032e2d6ef45f6e13aae71de68bea999029ae363d43
568916707405|11/32|Mastercard|765|Classic|0bf2cd85-d4db-4835-a87b-d5e4f7249029|8de78e5796318a03eb8daedac569e8f5c1a5f3646f856e89e8e68c43731a444b
2550183975343207|02/20|Discover|868|Platinum|108e210f-ea85-4e17-b2ac-fbdc6b14e68a|c079f2546e3c0514601dfde63f7f5449583a945930387fbcc05ffd467b96c48c
2652057092704151|11/25|VISA 16 digit|819|Classic|d875e8f5-b794-4d85-a5eb-2192ad85068c|e0bf9646a29a6a1efe6ff57602e605e1539b82d1238f058c397159d2791aca65
213141682085613|06/19|JCB 16 digit|841|Platinum|ad8e06f7-399f-48da-b30b-3dad5e04b936|f0a5f0a6b8cef23474218fe7e0ff032a13e55590272d7797eb36484b6edef97b
180054000916857|01/16|Diners Club / Carte Blanche|662|Junior|8f5a1bea-572a-43b2-9d36-6d82129fc6e0|40c05691b5b7a7da178460cb45f9fddc40774ba61b3a5c3c7a733472e8a15bc1
4907412800429618|04/32|JCB 16 digit|118|Gold|4e3a08aa-5726-4332-b54c-7850f6a14ca6|474614a32190d534b7b8df5c48be8181f5de75bffbc3a3394b7dd6d1882838aa
4793603052161781586|09/24|American Express|000|Classic|7999e995-252c-4161-ae8e-df3cfa07aaba|a1b964ef11c675ea7d2c03dd53c71238e550027370b63fe03251c19b55709567
213179533075995|02/16|VISA 19 digit|504|Gold|3ae488b8-4c57-4441-aa43-42f33adb4a07|5ebfe0997aae944b15f7eb6c6398e3287544622cde7740c2fd508ca02d8bff63
4601210284198231|12/21|VISA 19 digit|574|Platinum|fa377d37-b892-483b-856e-91e57ef90ac4|c15a85380b16c9e45a3c7d470f0c804da6869996afa518455763f4d1fbb237cb
3562570204367102|09/22|JCB 16 digit|145|Platinum|b7ad0b8e-c21d-4464-b052-c3d6138aa3a8|8d367dde0dda93be18bb79037309c35bac7be9b1a5d13c86e213c925a0cf9cab
2250391192730576|02/26|VISA 16 digit|414|Gold|e9636caa-74c3-4bb7-b6fc-9a376359a76d|1a6e95ba104f63f75f8a4978207a3dc8e61223dc7ac9bf9cfdfc0a6c0a4b8190
2717955035208284|07/24|VISA 16 digit|817|Classic|a48f0346-dd92-456b-967d-09bc345f8573|9e63ea5791d64ccbe4edc2fed6400e5c4fbaa74cda34fca1fdf5b155da5ec375
38622837845301|07/15|VISA 19 digit|334|Gold|25fe54b2-4fe2-408b-8341-b9ff872b52e8|d5b1023c1ddff87836707cc7d6a6f4ba14ec07eaa7f3aae13e432733bd105e48
5490304648040451|03/32|Discover|575|Gold|7efb0f92-3425-4236-8fd1-d4e3e2bd2364|8d2c9924e08d7801ac8ba5a978c408351d9161d53d337b168c146cbff291dc3e
501884593341|10/25|JCB 15 digit|616|Junior|5307aee2-d74f-4395-b198-dfdb69136887|3c592459ccc652d3549059fe378465a72e587ef084fd0b44c5a0be360c519513
2273499365004464|10/24|Mastercard|830|Platinum|ac4793a1-3ac6-4e24-82a2-c55a7db88c22|f93ed4e6a20c1996e377bccae19a3093117da8d6d4e8c42fafa1363798a5ac36
3543695609864306|05/18|VISA 16 digit|845|Platinum|d75f3a32-b26e-4ea5-a3d2-0d6c4d105cf6|9ccd7a7193903baef3205d93b78d50ef7bfa3f58874a24e91514efeaeb4abbff
4147036604999053392|04/28|JCB 16 digit|768|Classic|cbd6ab27-5b06-47c6-96dd-1332d472db47|1613d0cdefdf6707bc508de8b1a75a2326eb7e3980a5045210258b22c9ba0c5f
5340835393487175|04/21|JCB 16 digit|180|Classic|67ebdafd-66fc-4107-aa9d-6517125f9e89|a5be406c2230dfd06cc49412f733401f7aef5f14a8ba5b6cb0c159f03ec0a98b
2291914636777191|06/18|Discover|188|Gold|c1af9135-fac4-4f06-a830-1708b843e73c|a59394817c85fe070cfd5d3c12dd7af9adc4fcf70618486b9907a08abfed5832
6541188222190593|02/32|Mastercard|596|Platinum|2597c202-b013-4ee6-b1ce-166957a43fb8|786262d7c0137f083a292147ed0ca896c46c9379b622b726f4e429c90c23c51a
4670208216433610076|09/32|Discover|239|Classic|b1967687-784a-47f3-a99b-c54b11ad0d4f|779799d38a1c2600abf752d1360e1fa0ddeee3ddcaec256604a1e4c62af0245b
4442345957436329|08/24|VISA 16 digit|469|Classic|4d5645b8-1970-405c-b3d2-990e994358a1|5c297ad9eca9c1504746b01c0091c75c404630d7a78936193c8db04dea008020
6011873573040270|05/15|VISA 19 digit|293|Classic|0b4ead36-8691-4c0d-8413-49261364ec85|89b0b7ed7982e9fc6e109dc997dfe896a7cdd9fffa1027f5c22fc8779870f121
3507987846062180|12/17|Diners Club / Carte Blanche|404|Platinum|b2d715bf-2021-4524-8cd4-071ed03fc652|03755ae9603b52ccf30c9393818f511239aea4ef5618610e3cdde65c0966fe21
3599434364008989|03/28|JCB 15 digit|776|Classic|b1cf63dc-28df-4701-aedb-30d8d8c0b178|870127a9926fdd0ee3f11d66356d9c50eb717be905604c3263289587b3a252b7
6530444821451024|08/31|VISA 13 digit|078|Gold|d225d492-b890-4e07-940f-86f863a926fb|c22a075cbef94c39a894463327755618c55c3404487121e9ef811439b55626d6
630498354269|05/31|Mastercard|814|Classic|ed8aaad6-7ffc-4b5f-a32b-f286087824f9|dcd0fbbe41db32990292305dc20c50cdfb2395fda79d1b38db85abf04f1e2996
30354657044744|03/20|Diners Club / Carte Blanche|771|Gold|3716b4aa-8d19-4d61-a011-31cb58b47e25|b11a37f6aa3b40dfa0d1da84ad6799e8792dfafd8a75614d5746b2792c16a741
3594676995959148|07/29|Mastercard|542|Classic|87726e5c-fa60-4714-b094-f03cae126c5f|0c1a501c5dddf390a79332a59a26d5929faff9204a9f87b1269af1a299d6f64b
4234386230543947|01/23|American Express|529|Classic|84e81aa6-baca-4c73-8ef8-919116c0e8fc|d2e708dceed33b34be83245ec9e7a7ab945da0af9a09709a503e54e2e7fc571b
3581544564754867|08/29|Maestro|228|Gold|a67b3aa5-d5fe-4eaa-b85b-b1ebac568a4f|1227f6c20eb99a2e48d4e0b54bf65cfe154677d4185958f95af6cf1507c2b6bc
344879009872484|05/22|Discover|029|Platinum|9c41ce2f-dd74-463b-a8ec-6f378d1a5635|6cd0996a719457f8679d31900c2549129434bb91ebe1abc3e39a394445d4594b
4419269209160336385|05/15|VISA 13 digit|828|Gold|fe827b43-2261-4728-9db2-a08cecbc5814|39a9c82407f7d4ca5866a96faef7a37cb653af54edab95c834926b245feb468c
630416968828|02/30|Discover|603|Platinum|4b4e18d3-a3c1-46dc-8da6-49c87ba0448a|6ad945940e451be1fd8d3adbdca69c863c377020c551fc7d262f40577f0ee3a3
6011926282740372|04/26|JCB 16 digit|7162|Gold|93a96cde-721d-4c39-8101-815c1a3e0b1d|6070165985774c6128638bb6296d286b3eb845f875b87400b8019fd2fb374730
2269879338355679|10/25|Maestro|650|Platinum|3dd19d86-6575-430f-8658-35b996078557|32d1605016f945731c5cd3197406f067c6a2cce9dbb45104b7bce24cb8c6da30
639031428175|05/15|JCB 15 digit|122|Classic|6d86a0dc-c4b9-437e-9f11-92ee15ef16c8|b5ed5079f880fac400998add2bd5bb1127f6a86a77c054ff133a2533a94fb3ab
5334052325743893|01/27|Mastercard|891|Classic|236e16cd-f2bc-4b51-ad85-73918475dc3e|70e3008d12ccecb23517da2e1ba2b19fb568fad07da6571779e49edabcd1afc2
4083190926302523|01/25|Mastercard|159|Classic|7456e369-8431-41e4-bcdc-c6aa29399779|b804aa5f9549ef15970dce91a21602ae6dac84c7532ad3c34a958f34b9b155e1
36297969914142|01/25|Discover|971|Gold|6343d11b-4a97-4c10-ad49-cdcc0e32c456|2cd41ceb38ce3f1e29ba4ce93e0da6890f9b7b718945632bb8a8e78462253364
377125103602561|09/22|American Express|806|Platinum|d357420d-4612-4c68-a5aa-c25dd2813295|f868e1a84003d41f148cb5ca60d2732520489dd8fae0e5a26394944cb970f560
345498240884197|05/28|VISA 16 digit|123|Classic|cb5ea466-eae8-4841-9975-a940b85f5574|4234948154d2ba432b3863f51836351f4668b10bff13150619642d5dc8f1a3a2
4890959579450620|07/27|Maestro|767|Platinum|ed047e60-5bd3-4514-9c06-6b87bc854de7|b08013c82fdf54cda9ff47adf4fe79d43ad0ac901af93ad3291ba9a40108056d
180078062366859|07/22|JCB 16 digit|350|Platinum|5eef735f-b988-4b8a-8a67-bf1340f4fc37|22c770c46d745762a0f9e414f34eb2df4f35a379c534252cd22df0f031d15543
4459730502684566|03/29|Diners Club / Carte Blanche|557|Gold|a57bfe18-f7c1-4d0b-a978-4dc6b0a64ee5|cd04c786b754a7184d225527ee1bde997329506fa0753e70452a479f43b67e57
675956469125|01/20|VISA 16 digit|917|Classic|634ec5a3-f0b1-4d97-9175-027001fa8806|8753b765c88b37c54d716d2c294970364242d73c32d555acc2fb218ad6dd69e7
180081482586015|01/17|Mastercard|063|Gold|bfe2aad8-653e-4208-a1f2-c7d09d056a5e|4a30c228db73bce0eaeaaa6d8975bb598af9fcd1eb68871e1c5181e876881130
3548936670146230|01/30|VISA 19 digit|129|Classic|2457b5d0-7acf-4272-8b10-409ed1251a45|4d9e196423556cd4253fd3a808c3a39c4bf6db909a14ecc95b4c47bbc983b04b
30038561511050|07/18|Maestro|455|Platinum|aff052a7-07d4-44fa-be6a-36a9b58f0871|3a51f57ee61bfbab40c71dfbe32944fd12af2af07cd4ad7f164b9818191259c7
36566224823789|01/32|Discover|095|Classic|aab813a8-9fb8-4f1a-b240-9e7b9ee4d3fe|590d02eeeddff627da9e2e85bc36bd5b7f4fae3609f42ba3ae02b1fb7163e8ba
5563637618813601|04/15|VISA 16 digit|371|Gold|9491e3ef-9cf5-4847-9754-0ee8c80529d4|8287ddd155f6e3c9d5b94ba8c2d311e54b1be41cb7b7ffefe8c02f8421af9eb8
4369509040742|08/16|VISA 16 digit|869|Gold|47ca8f32-815f-46b5-b3f7-9e96f70f030c|1d04c10375374ab668d67b902427048d4aff952de4e2f9dc10be6bed42d91c05
572234689816|08/20|Diners Club / Carte Blanche|557|Platinum|e0681619-5d00-4375-8cbb-7ad53438f0d3|024d243909989b017b455bbd1ed579761c48463a3a328e3032055ad4c6950655
3520611379025017|03/21|Diners Club / Carte Blanche|991|Classic|1ad98a00-ef8b-472c-8ff6-790583dee665|18da2fdec29a3e52c283d3efb4c410a6c7a2aa6a1c9443c67086956b1a06530e
3577388142070545|10/16|Diners Club / Carte Blanche|766|Classic|f92a2a10-5e15-4cc1-a696-01a3cb814bb5|9c61acc54007ed6be392a54b5e9e12e14e010f5984a83a6bba73d5c1964cc0c8
560096963619|07/31|Maestro|793|Classic|e3dc5eb8-7b50-4c94-a10c-c7da30cecde9|33006e63095b70819364284410313ef39a6de15f29bb55948d3b6b955660e35b
30241537144689|09/32|Maestro|435|Classic|f4e28431-ed08-4331-84b9-6600f378e489|9e74f289873c49b5dd8eb87b3870b32c92e588c0013cd2ab3276575009f1bdbf
348170530492588|12/17|Diners Club / Carte Blanche|872|Platinum|0a74a04d-3768-47e2-a69a-5442c61c7c5d|d3c4e7b2f35c58dd64d6409175cdb6f735118e4cb3cc4d008288d3a09542c158
4309569466897270986|08/21|Diners Club / Carte Blanche|733|Gold|f2094cbc-7401-4fac-a9db-770f52c9e8ec|76c0b38a828c3c8350275fcb4348472f1d96bd3a3f3444c320b42d87b67644d7
4255189947944|12/17|Maestro|983|Classic|e3b93403-2e5b-4e7c-853b-89debb495037|be86b97fd168519a1fe6f298017262c0a6be6798e0580e5d8f553625a9664889
6558109669072052|05/29|VISA 16 digit|983|Platinum|c1528c32-4af8-41f2-828c-6b4713c1d35a|458d39b3523dc87118b8c67abe88dd290aacf635b81f9bcf51c3b8814b64bf01
378225578223627|09/16|JCB 16 digit|190|Classic|23892d9f-7243-4459-afec-092ff9904b36|bb4d7ec704e855cf8d063e56f6ca1b07e5ab8f4441df2df8b7dd96c8ca5af713
344662285469344|07/25|VISA 16 digit|467|Platinum|be30843d-0e0f-41dc-ac7d-8a921fb24e8e|baa5f18ba5b931c4de847da3533f0a6ea3c7909667133a78bf98569873c0ce63
3501717919326329|12/19|Diners Club / Carte Blanche|015|Classic|4bc70f5f-46cc-4768-b4b3-5c697ac14b4d|82d63ca8233352a141050ffbe7c8215657611df5f025dd8e82ee5e2d11b28019
4732174972201487|02/31|VISA 19 digit|202|Platinum|0d656907-2a3b-4839-9fef-6eea434bb1a9|02c3630a9ae9624040a56df6326b4c7f245010fabdcb7f64880b742c9af8902a
4446857433022836215|07/16|VISA 13 digit|033|Classic|21c6fa92-93b2-4bef-92c3-7758d3c6dcba|819d7757882d2616579bc64c55865c63833e50c037b9a7f71764fdf0c7b8a25c
3554588792765883|11/13|JCB 15 digit|5791|Gold|d69bd722-ecfe-4979-87ac-afa10549e13e|1ecc9f7aca99f0546fd5af45f72c524e0c8029ba8ce02f60d0d7b5000c4fe17c
503898232049|05/21|Diners Club / Carte Blanche|887|Platinum|7ef0980a-d366-440f-acdc-8cf9b95e6246|8d5aa1f91c39306cef513b1f955f1027d883fd1ee5b1fda5c807b3ad091a7878
3543944808427550|10/16|Discover|684|Gold|c5bcd4ec-b6a6-46d8-ae56-d6f220e261a6|e833e11ec485212169738d9d8c4ce37a2511374a062edad4051a849286764d98
213152975617921|05/26|VISA 16 digit|226|Gold|93933647-d407-45c3-a037-956ace46ae35|604f24847a1579dad5afed9906057b91950a5112b94bcc02dd41b0ebf3ffe872
4370673661173961|10/22|Diners Club / Carte Blanche|6228|Classic|30d662aa-13ef-466e-a7eb-4fd481b17509|3f32c5330fc1ffcb11e18d93791c5acf2fdb1747e24cd6b551595580f1022801
4389183050569|12/17|Diners Club / Carte Blanche|821|Classic|cd99086a-dc8b-43ed-99c8-f282d5e0c993|daa4bf0eebfdd73948984978f75c48b6fb1dab7e591e2252d1501c2076ebc01d
4681447177361363245|12/14|Maestro|183|Classic|e19d0892-0963-4855-b3b3-acba3fe1588e|87af39a58e0c33ebf1f87239754d7cf2833c5e0f863feb26d5f524f4a2680064
4188370751135032|10/26|Mastercard|339|Gold|4748f044-8012-42d9-9736-f0c66974a3ea|96d2dbbe275bb71e9acf488832ebbdd7061ad25d3d1892dd3bf63d0ed5c5b61a
38739712721439|01/15|VISA 13 digit|022|Gold|9672e40d-0f9b-4b17-9e33-b4c7fc6520ad|df2626ea563e8d6bf16ab0e47528ad28c5cf7cad4820b4b5b052f6e1e8401e70
4394692343340220|12/16|VISA 16 digit|070|Platinum|5a920bd5-0c19-4f6e-ae31-474359f21dba|96b1af5bf96c9493fdd6273de1335cc45578845d8b8b30de123005823a9e9f2e
4674950572477296533|02/24|VISA 16 digit|335|Platinum|bb8a40e5-b0fc-4efa-a275-11ab4ae18e26|d70ec2047703c7b4f32d10d5d0b9768066d236432a1003ddea78675b9c66bd08
2698856909918557|04/15|VISA 13 digit|789|Classic|d34a1c2d-8c85-4fb5-8009-6534436212d8|75024a78d27a2865b64883dffb8e206e54b10d9a297ef8f3c582cfa852bc5ef1
6011299917648539|06/15|JCB 16 digit|605|Gold|3d900f33-833b-4280-8b29-310696b7fc98|ef3ca456795545941eb23b037a0458e80c30e0957178ade51abbbc82f86ef192
4956905376819|06/27|Maestro|977|Classic|331e174a-7f52-471d-8581-3a4225864ba8|8dd4bf47afec4564c988c47227beb9ccf1c1dae593c5f095ba420fc3409c2e25
38494240223041|11/13|Mastercard|084|Junior|bd3d955f-91e2-461b-9d0a-ca3f35a5060b|d1b23905d10c928a00282ce0d47921f6ddfbb0825fc85f18264508e021721a58
4413214475534624|12/29|Discover|095|Classic|4c7a0f62-9c5c-468f-aa15-0e326ab993f1|2669193e19feb87c2e4a164a73cc63891b4a8017f7888dfe76364da0af3d781a
213106177131776|03/13|Diners Club / Carte Blanche|968|Gold|b6c0d64f-6704-4c2a-bbe7-46f07f3a827d|744ce701746522523a0f18317ce1203b6f36993a924cde39c1d0f3487e570d5a
3522679508928078|08/22|Mastercard|523|Platinum|cc1a489c-ee89-475b-92f0-2241d672bfb6|4ec873d893760d6604b1f1f5d5b36b251522ab52c0a4e29edb658513fe6dee8d
180082953975810|04/26|JCB 16 digit|181|Classic|d02dd087-753c-4ea7-9f3c-40eaa92ea944|80094741d9f26aa6fa8cdac990715444dd622cc762ca3a690e1acedb0f94064d
180056828549877|09/14|VISA 19 digit|624|Platinum|553cd254-92ea-4c63-926b-41a5f467e38c|aee640ba6f6cbd96e733bc978b0455c94e1caedf05a46a2baf79e0cbc9643cd1
180035826300400|06/13|JCB 16 digit|114|Gold|8c2bc7f7-3ff0-4022-ae62-55f790fe69d8|a61c51ccf6055169fa96d19c1b25df13e4e44aa923af1fe6e9dc55676dc77076
4130209571224|11/23|Diners Club / Carte Blanche|486|Junior|ff9d84e2-c7b6-4618-a0cc-0c13d22b3c24|88f172d9130962f40f7eb7b26109f5906ea991eab1f31591107b8eac95ba8771
4483232637497303|12/14|JCB 16 digit|810|Classic|da94b74b-8ea1-42a9-b6a2-58377b2b86e9|ba8f11872202cfab2bd449805baf17ee06be3a8e664bc8fbde52dbeff4a8d038
4141570621040136666|12/16|VISA 13 digit|5151|Gold|84a1d118-827a-4c10-ba0f-9c68f16f344c|987dc5ed9acf334fdb39f452c5443f78f55ec1db5036fc6e75db039970b22eb7
213131322914579|08/32|Maestro|6296|Classic|47835e98-a9bc-445b-b593-298115263773|9a9a9fb9cd2c88f41a5788fc93ca7c576ae1b2671880486c2a775cf373be0cf3
4306604106798124188|04/18|VISA 19 digit|456|Classic|4a2b0d96-0c73-4761-8ef0-2df0e57c62a1|0b917bb664ef59a2ac1a3d0e1222eb62277eba100f6dbe9a08357472e1c7c8a0
213126414979068|11/20|VISA 16 digit|883|Classic|4707014e-053a-4ccc-b4d7-76a626bed88b|84d4534cd98fa7cdd952647dbe05d724301fa9f69f861ea0cd4ad09512d8bf15
3561494669438475|07/14|Discover|327|Classic|d5335e35-1312-4dee-b61e-7eb08d7fcb91|168eab4885da602dce72d8c65d472d11616d257744f65425b2d4887fa10f80fd
2708230457962714|06/19|JCB 16 digit|895|Platinum|3564a5de-3321-4a16-b2f1-e4d7b2a1a245|7b7c06834923eaffd27766c4146cb4ea854811763750df8bccce1272c9df18ba
6011652515703371|05/32|Maestro|363|Gold|9b07f7c1-f671-4b34-8bfa-ddfd3f6ddbb0|94fedc13c08a16cf6cd843f6b9778d5dcb1f50f8dc06b768703fe36eb52097f9
3592156685235721|10/24|JCB 16 digit|142|Classic|16a4721b-2f6d-4159-a6d9-698fe4bbebdd|1051033d311e2082f2fb1b0b94cd670d43d056973fffb6dc86b25bfc49dcf5a1
4281756068367230195|12/26|VISA 19 digit|419|Platinum|546f0277-be41-462d-a369-02739b086e59|6e63cade10736291ee237c02d63ecb2954a078f5c1a18ca046103e625e42f338
30216522610217|03/21|JCB 15 digit|356|Gold|505a0354-6e9a-4f6d-84b5-865d152b42a5|ba32de4498eebc09581ad81be7a5941cc1500e6780498efcced82cc19dc02a64
4357809023891426665|10/29|American Express|622|Classic|6d9d24b0-0120-4180-a675-ab30e210c622|9b211ff5447297e8586dc5a3ba39354dc58a5649ce81050987858cce524617aa
180043865289930|06/15|Maestro|734|Classic|6fdfb33a-5219-40fa-b569-4f223b2821be|4ca9894f0a2f1ee7839388c49df2cbdeccec3d3e98b80d97bc724d22ce0f2fa9
30160482303696|12/28|Diners Club / Carte Blanche|621|Gold|1e595c30-d3c4-431d-9975-280dead90266|6ebec3413c1877e4810af4cffc2d3e076260e63271b201c1d8a7c7dfb23fe05a
2719676830684473|02/32|VISA 13 digit|381|Platinum|162f74fb-b214-4323-906b-4e6f654beef0|8b6537c3dae5579345181c535046f3dc439e999de0d94f04b69ab182b4ddfa1e
348686323790292|11/17|VISA 16 digit|711|Gold|c98679e2-a929-43e6-bdd9-67edb4d3a981|11d063387d2af7f7da06ec46b07023f76073b25ba64e23ec17c711a7c75e9bb2
4055543064331|07/14|Diners Club / Carte Blanche|312|Classic|cda2b7cd-aefb-4a62-b80e-72b450906183|c385064c4916c202317cf11f248802b5336eeb1518964ec89370e44cf425a443
6011875152481122|06/25|JCB 15 digit|002|Platinum|5cf798bb-c9f5-421b-8186-179123d34e89|ca7a6c9ed59ca45de2278b849bae3d652eee79a1dfd7fd368248f511de35f3e4
